path,label,lap_var,tenengrad,brightness,contrast,dark_frac,white_frac,foreground_ratio,height,width,is_low_quality
archive/augmented_resized_V2/val/1/2010_right-600-FA.jpg,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,600,600,True
archive/augmented_resized_V2/val/3/34006_right-600-FA.jpg,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,600,600,True
archive/augmented_resized_V2/val/0/35762_left-600.jpg,0,2.320533309135802,2.999377727508545,2.086236000061035,1.8673969507217407,1.0,0.0,2.5e-05,600,600,True
archive/augmented_resized_V2/val/0/16519_left-600.jpg,0,3.9191992488888894,5.612155437469482,3.3548805713653564,2.828772783279419,0.9994138888888889,0.0,0.002611111111111111,600,600,True
archive/augmented_resized_V2/val/0/36697_left-600.jpg,0,9.17150758506173,21.797210693359375,10.704744338989258,6.935552597045898,0.7892055555555556,0.0,0.44042777777777775,600,600,True
archive/augmented_resized_V2/val/0/19749_right-600.jpg,0,15.19241702111111,56.517642974853516,26.253177642822266,14.36914348602295,0.22404444444444443,0.0,0.8278777777777778,600,600,True
archive/augmented_resized_V2/val/0/19911_left-600.jpg,0,15.302162760987652,44.427879333496094,19.932985305786133,9.42093563079834,0.14201666666666668,0.0,0.8694222222222222,600,600,True
archive/augmented_resized_V2/val/0/20347_left-600.jpg,0,17.25216473765432,22.411954879760742,9.714008331298828,4.051544189453125,0.9534972222222222,0.0,0.48809444444444444,600,600,True
archive/augmented_resized_V2/val/0/18162_left-600.jpg,0,17.36132155444445,34.227500915527344,19.202003479003906,7.610652446746826,0.14020555555555556,0.0,0.8763861111111111,600,600,True
archive/augmented_resized_V2/val/0/551_left-600.jpg,0,17.49748244888889,51.01458740234375,10.470189094543457,7.109234809875488,0.7597333333333334,0.0,0.48088333333333333,600,600,True
archive/augmented_resized_V2/val/0/37136_right-600.jpg,0,18.58497421617285,25.604333877563477,13.562835693359375,6.556940078735352,0.5687027777777778,0.0,0.8090583333333333,600,600,True
archive/augmented_resized_V2/val/0/9136_left-600.jpg,0,19.909572487777783,38.50388717651367,15.69676399230957,8.283719062805176,0.46718611111111114,0.0,0.7797111111111111,600,600,True
archive/augmented_resized_V2/val/0/8910_left-600.jpg,0,20.098604782222218,42.00276565551758,14.07022476196289,9.21450424194336,0.5487194444444444,0.0,0.7388444444444444,600,600,True
