path,lap_var,tenengrad,brightness,contrast,dark_frac,white_frac,foreground_ratio,height,width,quality
eyepascs_2015/train/4/10017_left.jpg,420.59156658568827,956.3551025390625,87.9543228149414,54.981842041015625,0.2407207489013672,0.0,0.7597465515136719,1024,1024,good
eyepascs_2015/train/4/10017_right.jpg,348.8099897433858,731.5364990234375,93.53697204589844,61.538551330566406,0.2407703399658203,0.0017795562744140625,0.7596750259399414,1024,1024,good
eyepascs_2015/train/4/10047_right.jpg,93.1120287697649,420.83929443359375,117.07232666015625,49.68061065673828,0.13219821068548387,3.998332816377171e-05,0.8719758064516129,806,1024,usable
eyepascs_2015/train/4/10193_right.jpg,238.26000249543867,564.920166015625,116.236572265625,55.43214416503906,0.1403894472361809,0.0004637445037688442,0.8703993600816583,796,1024,good
eyepascs_2015/train/4/10312_left.jpg,453.4772650789894,972.8304443359375,91.33763885498047,54.02223205566406,0.2495064684139785,0.0,0.7512047134652982,1023,1024,good
eyepascs_2015/train/4/10321_left.jpg,859.0102993891924,2357.625,110.3051528930664,68.27457427978516,0.24036788940429688,0.001987457275390625,0.7601833343505859,1024,1024,good
eyepascs_2015/train/4/10570_left.jpg,56.46197405659776,283.7009582519531,94.6117172241211,50.2130241394043,0.14048643369932431,0.0,0.8909575591216217,740,1024,reject
eyepascs_2015/train/4/10570_right.jpg,42.734688868316695,324.326171875,128.04766845703125,61.40618133544922,0.1431992384288413,0.0031990416404282115,0.8694259681989924,794,1024,reject
eyepascs_2015/train/4/10653_left.jpg,41.89571344869527,213.35791015625,112.47106170654297,45.92144775390625,0.12253689236111111,0.0,0.8795102719907407,810,1024,reject
eyepascs_2015/train/4/10653_right.jpg,52.3647271930485,328.65045166015625,137.24485778808594,53.21355438232422,0.11850543266229713,0.0,0.8833550347222222,801,1024,reject
eyepascs_2015/train/4/10785_left.jpg,515.7504426351003,1267.750244140625,67.86444091796875,53.156044006347656,0.2502844727517107,0.0,0.750476348668133,1023,1024,reject
eyepascs_2015/train/4/10785_right.jpg,395.5392380422619,980.6463623046875,74.60954284667969,46.40936279296875,0.2500429572947214,0.0,0.7506147666177908,1023,1024,good
eyepascs_2015/train/4/1084_left.jpg,217.2437187465473,629.130126953125,112.7618637084961,57.09596633911133,0.12180134934041184,0.007650368001930502,0.8839072051962676,777,1024,good
eyepascs_2015/train/4/1084_right.jpg,80.7673411135457,189.74371337890625,88.35260009765625,48.19158935546875,0.13346810310509555,0.005930284633757962,0.8763597233280255,785,1024,usable
eyepascs_2015/train/4/10904_left.jpg,134.3160430751741,330.689453125,57.25444412231445,40.14575958251953,0.24010753631591797,0.0,0.7604141235351562,1024,1024,reject
eyepascs_2015/train/4/10904_right.jpg,124.89213438784645,304.21246337890625,50.69556427001953,37.09389114379883,0.24044036865234375,0.0,0.7601861953735352,1024,1024,reject
eyepascs_2015/train/4/10954_left.jpg,140.02832953262762,253.12652587890625,61.2298698425293,32.36676025390625,0.14354771205357142,1.743861607142857e-05,0.856777808779762,840,1024,reject
eyepascs_2015/train/4/10954_right.jpg,244.0781574549031,462.73248291015625,53.93027114868164,27.231895446777344,0.1440970928933254,0.0,0.8563475398539928,839,1024,reject
eyepascs_2015/train/4/1099_right.jpg,213.84369591673413,628.6536865234375,118.88065338134766,58.9046630859375,0.15429811272179975,0.004057252059569074,0.862997811707858,789,1024,good
eyepascs_2015/train/4/11032_left.jpg,98.10234611994409,329.00579833984375,89.99139404296875,45.155723571777344,0.14506238411619282,0.0011793591625463536,0.8578274683250927,809,1024,usable
eyepascs_2015/train/4/11032_right.jpg,115.44945879034907,309.434326171875,71.33209991455078,34.35002136230469,0.1352211156898657,0.0,0.867557139041514,819,1024,usable
eyepascs_2015/train/4/1138_left.jpg,324.0163496258756,597.3728637695312,64.1767578125,38.59176254272461,0.2403554916381836,0.0,0.7600421905517578,1024,1024,reject
eyepascs_2015/train/4/1138_right.jpg,212.4843367877038,380.0037841796875,49.62090301513672,29.290861129760742,0.2395334243774414,0.0,0.7608556747436523,1024,1024,reject
eyepascs_2015/train/4/11417_right.jpg,55.59738040981756,112.52501678466797,30.80984878540039,21.735727310180664,0.2404775619506836,0.0,0.7611103057861328,1024,1024,reject
eyepascs_2015/train/4/11492_left.jpg,38.77719485047153,384.0144958496094,144.0441131591797,57.8980598449707,0.13151041666666666,0.0,0.8730808846393034,804,1024,reject
eyepascs_2015/train/4/11492_right.jpg,55.461703853050004,360.6885986328125,101.06289672851562,45.549827575683594,0.12069721390290038,0.0,0.8817719006147541,793,1024,reject
eyepascs_2015/train/4/11730_right.jpg,66.92306568980577,503.5276794433594,135.1057891845703,76.70006561279297,0.2215814296714579,0.004225086627310062,0.7794613064681725,974,1024,reject
eyepascs_2015/train/4/11807_left.jpg,3069.6371476873005,2897.769775390625,133.74949645996094,57.08954620361328,0.1432741731227652,1.0475640643623361e-05,0.85763720761323,839,1024,good
eyepascs_2015/train/4/11854_left.jpg,271.70577120127564,524.8248291015625,68.19190979003906,41.98960494995117,0.23953628540039062,0.0,0.7608423233032227,1024,1024,reject
eyepascs_2015/train/4/11854_right.jpg,115.86988727602875,224.75357055664062,42.843055725097656,29.500091552734375,0.23989009857177734,0.0,0.7606048583984375,1024,1024,reject
eyepascs_2015/train/4/11874_left.jpg,124.83369293423605,418.85162353515625,95.06407928466797,38.45066452026367,0.12487584046454768,0.0,0.877213382487775,818,1024,usable
eyepascs_2015/train/4/11874_right.jpg,98.39213711150481,351.4950256347656,96.83617401123047,39.84112548828125,0.1302450284090909,0.0,0.8724514678030303,825,1024,usable
eyepascs_2015/train/4/11896_left.jpg,397.17118008945545,981.898681640625,86.93470001220703,51.53413772583008,0.25022315979003906,0.0,0.7505912780761719,1024,1024,good
eyepascs_2015/train/4/11896_right.jpg,260.7766805674073,867.96337890625,87.12059783935547,52.69579315185547,0.2538621657262022,0.0,0.7469265594332679,1024,1019,good
eyepascs_2015/train/4/12014_right.jpg,51.70199319171313,456.01458740234375,141.3486785888672,72.01885223388672,0.16557689704517325,0.00629085125309406,0.8412795869430693,808,1024,reject
eyepascs_2015/train/4/12108_left.jpg,171.7894590971846,328.60113525390625,50.02220153808594,30.41977310180664,0.240020751953125,0.0,0.7604446411132812,1024,1024,reject
eyepascs_2015/train/4/12108_right.jpg,625.6057888743817,1204.908203125,47.8641357421875,36.923099517822266,0.2403268814086914,0.0,0.7602472305297852,1024,1024,reject
eyepascs_2015/train/4/12419_left.jpg,46.79712926114884,234.2508544921875,119.10916137695312,56.401771545410156,0.1475561824845679,0.0002953800154320988,0.8592604648919753,810,1024,reject
eyepascs_2015/train/4/12419_right.jpg,81.53559810765357,355.70672607421875,107.28914642333984,55.42121505737305,0.14925472226514216,0.0,0.859253080577874,809,1024,usable
eyepascs_2015/train/4/12652_left.jpg,409.27579498173145,962.6571655273438,92.06307983398438,55.8235969543457,0.24990367889404297,9.5367431640625e-07,0.7506284713745117,1024,1024,good
eyepascs_2015/train/4/12861_left.jpg,41.94017306357422,92.73173522949219,40.5534553527832,22.450902938842773,0.16184420154034895,0.0,0.8392686750272628,917,1024,reject
eyepascs_2015/train/4/12861_right.jpg,58.055851256267225,191.57180786132812,33.540916442871094,22.188812255859375,0.2222856461286805,0.0,0.8390301254089422,917,1024,reject
eyepascs_2015/train/4/12995_left.jpg,186.50475276767975,411.5137634277344,45.781578063964844,37.203590393066406,0.24036407470703125,0.0,0.760340690612793,1024,1024,reject
eyepascs_2015/train/4/13022_right.jpg,38.095923895423766,101.55337524414062,21.391008377075195,19.59437370300293,0.4058208465576172,0.0,0.7038726806640625,1024,1024,reject
eyepascs_2015/train/4/13038_right.jpg,238.84367363677302,563.9136962890625,54.65914535522461,33.90510559082031,0.2501516342163086,0.0,0.7503299713134766,1024,1024,reject
eyepascs_2015/train/4/13066_right.jpg,374.5629119871737,1026.2332763671875,93.29817962646484,57.14686965942383,0.2503395080566406,0.000461578369140625,0.7502288818359375,1024,1024,good
eyepascs_2015/train/4/13222_left.jpg,48.87020489882133,319.7464294433594,97.85568237304688,65.5149154663086,0.24291813460834552,0.0135160253477306,0.8104567967606149,683,1024,reject
eyepascs_2015/train/4/13308_right.jpg,121.00403818884567,411.34814453125,87.89069366455078,41.841064453125,0.12979700069616337,3.384127475247525e-05,0.8735061494430693,808,1024,usable
eyepascs_2015/train/4/13387_left.jpg,373.2457133139105,945.7848510742188,107.56478881835938,63.47402572631836,0.24004173278808594,0.0,0.7604246139526367,1024,1024,good
eyepascs_2015/train/4/13387_right.jpg,360.3923894618056,885.5216674804688,95.38933563232422,55.12022018432617,0.24004650115966797,0.0,0.7603845596313477,1024,1024,good
